subj	domain	jpd	trial	pMax	pMaxLL	mMax	xText	xType	xA	xCond	EIG	y	yRaw	alternate	repeat
s11	lightbulb	[[[false,false,false],0.01773049645390071],[[false,false,true],0.0070921985815602835],[[false,true,false],0.014184397163120567],[[false,true,true],0.010638297872340425],[[true,false,false],0.14893617021276595],[[true,false,true],0.2872340425531915],[[true,true,false],0.2907801418439716],[[true,true,true],0.22340425531914893]]	1	0.05263157894736844	-2.9444389791664403	[{"bright":["on"],"hot":[],"on":["hot"]}]	Imagine 100 lightbulbs that are bright and not on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true,"on":false}		0.7000000000000001	0.6612903225806451	false	false
s11	lightbulb	[[[false,false,false],0.01773049645390071],[[false,false,true],0.0070921985815602835],[[false,true,false],0.014184397163120567],[[false,true,true],0.010638297872340425],[[true,false,false],0.14893617021276595],[[true,false,true],0.2872340425531915],[[true,true,false],0.2907801418439716],[[true,true,true],0.22340425531914893]]	2	0.06883166906449784	-2.6760913337811987	[{"bright":["hot","on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":false,"on":true}		0.6000000000000001	0.6000000000000001	false	false
s11	lightbulb	[[[false,false,false],0.01773049645390071],[[false,false,true],0.0070921985815602835],[[false,true,false],0.014184397163120567],[[false,true,true],0.010638297872340425],[[true,false,false],0.14893617021276595],[[true,false,true],0.2872340425531915],[[true,true,false],0.2907801418439716],[[true,true,true],0.22340425531914893]]	3	0.10619503175705489	-2.242477953217244	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true,"on":true}		0.4	0.43749999999999994	false	false
s11	lightbulb	[[[false,false,false],0.01773049645390071],[[false,false,true],0.0070921985815602835],[[false,true,false],0.014184397163120567],[[false,true,true],0.010638297872340425],[[true,false,false],0.14893617021276595],[[true,false,true],0.2872340425531915],[[true,true,false],0.2907801418439716],[[true,true,true],0.22340425531914893]]	4	0.21570672090340445	-1.5338355675031146	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":true}		0.999999	0.9545454545454546	false	false
s11	lightbulb	[[[false,false,false],0.01773049645390071],[[false,false,true],0.0070921985815602835],[[false,true,false],0.014184397163120567],[[false,true,true],0.010638297872340425],[[true,false,false],0.14893617021276595],[[true,false,true],0.2872340425531915],[[true,true,false],0.2907801418439716],[[true,true,true],0.22340425531914893]]	5	0.29181925104357254	-1.2316206716509162	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot and not on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":false}		0.999999	0.9534883720930232	false	false
s11	lightbulb	[[[false,false,false],0.01773049645390071],[[false,false,true],0.0070921985815602835],[[false,true,false],0.014184397163120567],[[false,true,true],0.010638297872340425],[[true,false,false],0.14893617021276595],[[true,false,true],0.2872340425531915],[[true,true,false],0.2907801418439716],[[true,true,true],0.22340425531914893]]	6	0.40918519985298296	-0.8935874140509829	[{"bright":["hot","on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot and not on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":false}		0.999999		false	true
s11	lightbulb	[[[false,false,false],0.01773049645390071],[[false,false,true],0.0070921985815602835],[[false,true,false],0.014184397163120567],[[false,true,true],0.010638297872340425],[[true,false,false],0.14893617021276595],[[true,false,true],0.2872340425531915],[[true,true,false],0.2907801418439716],[[true,true,true],0.22340425531914893]]	7	0.5191333833635601	-0.6555944281347702	[{"bright":["hot","on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":false,"on":true}		0.999999	0.9759036144578312	false	false
s11	lightbulb	[[[false,false,false],0.01773049645390071],[[false,false,true],0.0070921985815602835],[[false,true,false],0.014184397163120567],[[false,true,true],0.010638297872340425],[[true,false,false],0.14893617021276595],[[true,false,true],0.2872340425531915],[[true,true,false],0.2907801418439716],[[true,true,true],0.22340425531914893]]	8	0.7660705101882599	-0.2664810636237484	[{"bright":["hot","on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot and not on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":false}		0.999999		false	true
s11	lightbulb	[[[false,false,false],0.01773049645390071],[[false,false,true],0.0070921985815602835],[[false,true,false],0.014184397163120567],[[false,true,true],0.010638297872340425],[[true,false,false],0.14893617021276595],[[true,false,true],0.2872340425531915],[[true,true,false],0.2907801418439716],[[true,true,true],0.22340425531914893]]	9	0.8257634562884918	-0.19144691900569488	[{"bright":["hot","on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":false,"on":true}		0.999999		false	true
s11	lightbulb	[[[false,false,false],0.01773049645390071],[[false,false,true],0.0070921985815602835],[[false,true,false],0.014184397163120567],[[false,true,true],0.010638297872340425],[[true,false,false],0.14893617021276595],[[true,false,true],0.2872340425531915],[[true,true,false],0.2907801418439716],[[true,true,true],0.22340425531914893]]	10	0.9321437633593261	-0.0702682236607785	[{"bright":["hot","on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not on. What proportion are bright? in [0, 1]	conditional	bright	{"on":false}		0.9	0.9323308270676692	false	false
s11	lightbulb	[[[false,false,false],0.01773049645390071],[[false,false,true],0.0070921985815602835],[[false,true,false],0.014184397163120567],[[false,true,true],0.010638297872340425],[[true,false,false],0.14893617021276595],[[true,false,true],0.2872340425531915],[[true,true,false],0.2907801418439716],[[true,true,true],0.22340425531914893]]	11	0.964805248447367	-0.03582901309100349	[{"bright":["hot","on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":false,"on":true}		0.999999		false	true
s11	lightbulb	[[[false,false,false],0.01773049645390071],[[false,false,true],0.0070921985815602835],[[false,true,false],0.014184397163120567],[[false,true,true],0.010638297872340425],[[true,false,false],0.14893617021276595],[[true,false,true],0.2872340425531915],[[true,true,false],0.2907801418439716],[[true,true,true],0.22340425531914893]]	12	0.983446616135158	-0.01669192210240661	[{"bright":["hot","on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot and not on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":false}		0.999999		false	true
s11	lightbulb	[[[false,false,false],0.01773049645390071],[[false,false,true],0.0070921985815602835],[[false,true,false],0.014184397163120567],[[false,true,true],0.010638297872340425],[[true,false,false],0.14893617021276595],[[true,false,true],0.2872340425531915],[[true,true,false],0.2907801418439716],[[true,true,true],0.22340425531914893]]	13	0.9919473448837889	-0.008085252860289343	[{"bright":["hot","on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":false,"on":true}		0.999999		false	true
s11	lightbulb	[[[false,false,false],0.01773049645390071],[[false,false,true],0.0070921985815602835],[[false,true,false],0.014184397163120567],[[false,true,true],0.010638297872340425],[[true,false,false],0.14893617021276595],[[true,false,true],0.2872340425531915],[[true,true,false],0.2907801418439716],[[true,true,true],0.22340425531914893]]	14	0.9962218254000597	-0.0037853299300042395	[{"bright":["hot","on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot and not on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":false}		0.999999		false	true
s11	lightbulb	[[[false,false,false],0.01773049645390071],[[false,false,true],0.0070921985815602835],[[false,true,false],0.014184397163120567],[[false,true,true],0.010638297872340425],[[true,false,false],0.14893617021276595],[[true,false,true],0.2872340425531915],[[true,true,false],0.2907801418439716],[[true,true,true],0.22340425531914893]]	15	0.9981253429123528	-0.0018764164563979347	[{"bright":["hot","on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":false,"on":true}		0.999999		false	true
s11	tomatoplant	[[[false,false,false],0.047244094488188976],[[false,false,true],0.05511811023622047],[[false,true,false],0.05905511811023622],[[false,true,true],0.05905511811023622],[[true,false,false],0.05905511811023622],[[true,false,true],0.31496062992125984],[[true,true,false],0.06299212598425197],[[true,true,true],0.3425196850393701]]	1	0.05263157894736844	-2.9444389791664403	[{"bright":["on"],"hot":[],"on":["hot"]}]	Imagine 100 lightbulbs that are bright and not on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true,"on":false}		0.5	0.5161290322580645	false	false
s11	tomatoplant	[[[false,false,false],0.047244094488188976],[[false,false,true],0.05511811023622047],[[false,true,false],0.05905511811023622],[[false,true,true],0.05905511811023622],[[true,false,false],0.05905511811023622],[[true,false,true],0.31496062992125984],[[true,true,false],0.06299212598425197],[[true,true,true],0.3425196850393701]]	2	0.07745664476966048	-2.5580369214848493	[{"bright":[],"hot":["on"],"on":[]}]	Imagine 100 lightbulbs that are hot and not on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":false}		0.5	0.5161290322580645	false	false
s11	tomatoplant	[[[false,false,false],0.047244094488188976],[[false,false,true],0.05511811023622047],[[false,true,false],0.05905511811023622],[[false,true,true],0.05905511811023622],[[true,false,false],0.05905511811023622],[[true,false,true],0.31496062992125984],[[true,true,false],0.06299212598425197],[[true,true,true],0.3425196850393701]]	3	0.11503872615266801	-2.1624864581525225	[{"bright":[],"hot":["on"],"on":[]}]	Imagine 100 lightbulbs that are not bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":false,"on":true}		0.5	0.5172413793103449	false	false
s11	tomatoplant	[[[false,false,false],0.047244094488188976],[[false,false,true],0.05511811023622047],[[false,true,false],0.05905511811023622],[[false,true,true],0.05905511811023622],[[true,false,false],0.05905511811023622],[[true,false,true],0.31496062992125984],[[true,true,false],0.06299212598425197],[[true,true,true],0.3425196850393701]]	4	0.17660584958068648	-1.7338348680273974	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":false,"hot":true}		0.5	0.5	false	false
s11	tomatoplant	[[[false,false,false],0.047244094488188976],[[false,false,true],0.05511811023622047],[[false,true,false],0.05905511811023622],[[false,true,true],0.05905511811023622],[[true,false,false],0.05905511811023622],[[true,false,true],0.31496062992125984],[[true,true,false],0.06299212598425197],[[true,true,true],0.3425196850393701]]	5	0.2627001866853967	-1.3367418716498727	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":true}		0.8	0.8446601941747572	false	false
s11	tomatoplant	[[[false,false,false],0.047244094488188976],[[false,false,true],0.05511811023622047],[[false,true,false],0.05905511811023622],[[false,true,true],0.05905511811023622],[[true,false,false],0.05905511811023622],[[true,false,true],0.31496062992125984],[[true,true,false],0.06299212598425197],[[true,true,true],0.3425196850393701]]	6	0.2548134216423724	-1.3672236814658754	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and not hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":false}		0.8	0.8421052631578947	false	false
s11	tomatoplant	[[[false,false,false],0.047244094488188976],[[false,false,true],0.05511811023622047],[[false,true,false],0.05905511811023622],[[false,true,true],0.05905511811023622],[[true,false,false],0.05905511811023622],[[true,false,true],0.31496062992125984],[[true,true,false],0.06299212598425197],[[true,true,true],0.3425196850393701]]	7	0.24567573200995757	-1.4037427751514056	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":true}		0.9	0.8529411764705882	false	false
s11	tomatoplant	[[[false,false,false],0.047244094488188976],[[false,false,true],0.05511811023622047],[[false,true,false],0.05905511811023622],[[false,true,true],0.05905511811023622],[[true,false,false],0.05905511811023622],[[true,false,true],0.31496062992125984],[[true,true,false],0.06299212598425197],[[true,true,true],0.3425196850393701]]	8	0.2718205675028608	-1.3026131086679136	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":false,"on":true}		0.9	0.851063829787234	false	false
s11	tomatoplant	[[[false,false,false],0.047244094488188976],[[false,false,true],0.05511811023622047],[[false,true,false],0.05905511811023622],[[false,true,true],0.05905511811023622],[[true,false,false],0.05905511811023622],[[true,false,true],0.31496062992125984],[[true,true,false],0.06299212598425197],[[true,true,true],0.3425196850393701]]	9	0.410436886794619	-0.8905331090607044	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot. What proportion are on? in [0, 1]	conditional	on	{"hot":true}		0.8	0.7669172932330828	false	false
s11	tomatoplant	[[[false,false,false],0.047244094488188976],[[false,false,true],0.05511811023622047],[[false,true,false],0.05905511811023622],[[false,true,true],0.05905511811023622],[[true,false,false],0.05905511811023622],[[true,false,true],0.31496062992125984],[[true,true,false],0.06299212598425197],[[true,true,true],0.3425196850393701]]	10	0.3440526860709512	-1.066960476153105	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot. What proportion are on? in [0, 1]	conditional	on	{"hot":true}		0.8		false	true
s11	tomatoplant	[[[false,false,false],0.047244094488188976],[[false,false,true],0.05511811023622047],[[false,true,false],0.05905511811023622],[[false,true,true],0.05905511811023622],[[true,false,false],0.05905511811023622],[[true,false,true],0.31496062992125984],[[true,true,false],0.06299212598425197],[[true,true,true],0.3425196850393701]]	11	0.2761747709207726	-1.2867213856954103	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true}		0.8	0.7744360902255639	false	false
s11	tomatoplant	[[[false,false,false],0.047244094488188976],[[false,false,true],0.05511811023622047],[[false,true,false],0.05905511811023622],[[false,true,true],0.05905511811023622],[[true,false,false],0.05905511811023622],[[true,false,true],0.31496062992125984],[[true,true,false],0.06299212598425197],[[true,true,true],0.3425196850393701]]	12	0.32644987021541794	-1.1194788789130046	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot. What proportion are on? in [0, 1]	conditional	on	{"hot":true}		0.8		false	true
s11	tomatoplant	[[[false,false,false],0.047244094488188976],[[false,false,true],0.05511811023622047],[[false,true,false],0.05905511811023622],[[false,true,true],0.05905511811023622],[[true,false,false],0.05905511811023622],[[true,false,true],0.31496062992125984],[[true,true,false],0.06299212598425197],[[true,true,true],0.3425196850393701]]	13	0.25699226375231565	-1.358709296671063	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true}		0.8		false	true
s11	tomatoplant	[[[false,false,false],0.047244094488188976],[[false,false,true],0.05511811023622047],[[false,true,false],0.05905511811023622],[[false,true,true],0.05905511811023622],[[true,false,false],0.05905511811023622],[[true,false,true],0.31496062992125984],[[true,true,false],0.06299212598425197],[[true,true,true],0.3425196850393701]]	14	0.3000258612448366	-1.2038866038918448	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot. What proportion are on? in [0, 1]	conditional	on	{"hot":true}		0.8		false	true
s11	tomatoplant	[[[false,false,false],0.047244094488188976],[[false,false,true],0.05511811023622047],[[false,true,false],0.05905511811023622],[[false,true,true],0.05905511811023622],[[true,false,false],0.05905511811023622],[[true,false,true],0.31496062992125984],[[true,true,false],0.06299212598425197],[[true,true,true],0.3425196850393701]]	15	0.28570711157565	-1.2527880782958414	[{"bright":["hot"],"hot":[],"on":["bright"]}]	Imagine 100 lightbulbs that are hot. What proportion are on? in [0, 1]	conditional	on	{"hot":true}		0.8		false	true
s12	tomatoplant	[[[false,false,false],0.15789473684210525],[[false,false,true],0.1337719298245614],[[false,true,false],0.14473684210526316],[[false,true,true],0.10964912280701754],[[true,false,false],0.07456140350877193],[[true,false,true],0.08552631578947369],[[true,true,false],0.08114035087719298],[[true,true,true],0.21271929824561403]]	1	0.05263157894736844	-2.9444389791664403	[{"bright":["on"],"hot":[],"on":["hot"]}]	Imagine 100 lightbulbs that are bright and not on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true,"on":false}		0.5	0.5211267605633804	false	false
s12	tomatoplant	[[[false,false,false],0.15789473684210525],[[false,false,true],0.1337719298245614],[[false,true,false],0.14473684210526316],[[false,true,true],0.10964912280701754],[[true,false,false],0.07456140350877193],[[true,false,true],0.08552631578947369],[[true,true,false],0.08114035087719298],[[true,true,true],0.21271929824561403]]	2	0.07745664476966048	-2.5580369214848493	[{"bright":[],"hot":["on"],"on":[]}]	Imagine 100 lightbulbs that are hot and not on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":false}		0.4	0.3592233009708738	false	false
s12	tomatoplant	[[[false,false,false],0.15789473684210525],[[false,false,true],0.1337719298245614],[[false,true,false],0.14473684210526316],[[false,true,true],0.10964912280701754],[[true,false,false],0.07456140350877193],[[true,false,true],0.08552631578947369],[[true,true,false],0.08114035087719298],[[true,true,true],0.21271929824561403]]	3	0.12608758743557652	-2.07077847514984	[{"bright":[],"hot":["on"],"on":[]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":false,"on":true}		0.4	0.38999999999999996	false	false
s12	tomatoplant	[[[false,false,false],0.15789473684210525],[[false,false,true],0.1337719298245614],[[false,true,false],0.14473684210526316],[[false,true,true],0.10964912280701754],[[true,false,false],0.07456140350877193],[[true,false,true],0.08552631578947369],[[true,true,false],0.08114035087719298],[[true,true,true],0.21271929824561403]]	4	0.22033763777202495	-1.5125941919590158	[{"bright":[],"hot":["on"],"on":[]}]	Imagine 100 lightbulbs that are bright and not hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":false}		0.5	0.5342465753424658	false	false
s12	tomatoplant	[[[false,false,false],0.15789473684210525],[[false,false,true],0.1337719298245614],[[false,true,false],0.14473684210526316],[[false,true,true],0.10964912280701754],[[true,false,false],0.07456140350877193],[[true,false,true],0.08552631578947369],[[true,true,false],0.08114035087719298],[[true,true,true],0.21271929824561403]]	5	0.29849552896951104	-1.2090003245882528	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true,"on":true}		0.7000000000000001	0.7132352941176471	false	false
s12	tomatoplant	[[[false,false,false],0.15789473684210525],[[false,false,true],0.1337719298245614],[[false,true,false],0.14473684210526316],[[false,true,true],0.10964912280701754],[[true,false,false],0.07456140350877193],[[true,false,true],0.08552631578947369],[[true,true,false],0.08114035087719298],[[true,true,true],0.21271929824561403]]	6	0.3830615368930617	-0.9595596319685873	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":true}		0.7000000000000001	0.7238805970149252	false	false
s12	tomatoplant	[[[false,false,false],0.15789473684210525],[[false,false,true],0.1337719298245614],[[false,true,false],0.14473684210526316],[[false,true,true],0.10964912280701754],[[true,false,false],0.07456140350877193],[[true,false,true],0.08552631578947369],[[true,true,false],0.08114035087719298],[[true,true,true],0.21271929824561403]]	7	0.48265092414211297	-0.728461610964156	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":false,"on":true}		0.5	0.45045045045045046	false	false
s12	tomatoplant	[[[false,false,false],0.15789473684210525],[[false,false,true],0.1337719298245614],[[false,true,false],0.14473684210526316],[[false,true,true],0.10964912280701754],[[true,false,false],0.07456140350877193],[[true,false,true],0.08552631578947369],[[true,true,false],0.08114035087719298],[[true,true,true],0.21271929824561403]]	8	0.636219472953914	-0.45221169190867805	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":false,"hot":true}		0.4	0.43103448275862066	false	false
s12	tomatoplant	[[[false,false,false],0.15789473684210525],[[false,false,true],0.1337719298245614],[[false,true,false],0.14473684210526316],[[false,true,true],0.10964912280701754],[[true,false,false],0.07456140350877193],[[true,false,true],0.08552631578947369],[[true,true,false],0.08114035087719298],[[true,true,true],0.21271929824561403]]	9	0.8408436559733483	-0.1733495388199238	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":true}		0.7000000000000001	0.6598639455782312	false	false
s12	tomatoplant	[[[false,false,false],0.15789473684210525],[[false,false,true],0.1337719298245614],[[false,true,false],0.14473684210526316],[[false,true,true],0.10964912280701754],[[true,false,false],0.07456140350877193],[[true,false,true],0.08552631578947369],[[true,true,false],0.08114035087719298],[[true,true,true],0.21271929824561403]]	10	0.872158293833902	-0.1367843419216319	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true,"on":true}		0.7000000000000001		false	true
s12	tomatoplant	[[[false,false,false],0.15789473684210525],[[false,false,true],0.1337719298245614],[[false,true,false],0.14473684210526316],[[false,true,true],0.10964912280701754],[[true,false,false],0.07456140350877193],[[true,false,true],0.08552631578947369],[[true,true,false],0.08114035087719298],[[true,true,true],0.21271929824561403]]	11	0.8972688597433532	-0.10839972967869473	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":true}		0.7000000000000001		false	true
s12	tomatoplant	[[[false,false,false],0.15789473684210525],[[false,false,true],0.1337719298245614],[[false,true,false],0.14473684210526316],[[false,true,true],0.10964912280701754],[[true,false,false],0.07456140350877193],[[true,false,true],0.08552631578947369],[[true,true,false],0.08114035087719298],[[true,true,true],0.21271929824561403]]	12	0.916269097293849	-0.08744518311297525	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true,"on":true}		0.7000000000000001		false	true
s12	tomatoplant	[[[false,false,false],0.15789473684210525],[[false,false,true],0.1337719298245614],[[false,true,false],0.14473684210526316],[[false,true,true],0.10964912280701754],[[true,false,false],0.07456140350877193],[[true,false,true],0.08552631578947369],[[true,true,false],0.08114035087719298],[[true,true,true],0.21271929824561403]]	13	0.9304668220376027	-0.07206885959398429	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":true}		0.7000000000000001		false	true
s12	tomatoplant	[[[false,false,false],0.15789473684210525],[[false,false,true],0.1337719298245614],[[false,true,false],0.14473684210526316],[[false,true,true],0.10964912280701754],[[true,false,false],0.07456140350877193],[[true,false,true],0.08552631578947369],[[true,true,false],0.08114035087719298],[[true,true,true],0.21271929824561403]]	14	0.9423059162142623	-0.05942530530642114	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":true}		0.7000000000000001		false	true
s12	tomatoplant	[[[false,false,false],0.15789473684210525],[[false,false,true],0.1337719298245614],[[false,true,false],0.14473684210526316],[[false,true,true],0.10964912280701754],[[true,false,false],0.07456140350877193],[[true,false,true],0.08552631578947369],[[true,true,false],0.08114035087719298],[[true,true,true],0.21271929824561403]]	15	0.9523127919139798	-0.04886173522089984	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true,"on":true}		0.7000000000000001		false	true
s12	lightbulb	[[[false,false,false],0.24681933842239187],[[false,false,true],0.13740458015267176],[[false,true,false],0.01272264631043257],[[false,true,true],0.04071246819338423],[[true,false,false],0.05089058524173028],[[true,false,true],0.15267175572519084],[[true,true,false],0.10687022900763359],[[true,true,true],0.25190839694656486]]	1	0.05263157894736844	-2.9444389791664403	[{"bright":["on"],"hot":[],"on":["hot"]}]	Imagine 100 lightbulbs that are bright and not on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true,"on":false}		0.7000000000000001	0.6774193548387096	false	false
s12	lightbulb	[[[false,false,false],0.24681933842239187],[[false,false,true],0.13740458015267176],[[false,true,false],0.01272264631043257],[[false,true,true],0.04071246819338423],[[true,false,false],0.05089058524173028],[[true,false,true],0.15267175572519084],[[true,true,false],0.10687022900763359],[[true,true,true],0.25190839694656486]]	2	0.06883166906449784	-2.6760913337811987	[{"bright":["hot","on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":false,"on":true}		0.2	0.22857142857142856	false	false
s12	lightbulb	[[[false,false,false],0.24681933842239187],[[false,false,true],0.13740458015267176],[[false,true,false],0.01272264631043257],[[false,true,true],0.04071246819338423],[[true,false,false],0.05089058524173028],[[true,false,true],0.15267175572519084],[[true,true,false],0.10687022900763359],[[true,true,true],0.25190839694656486]]	3	0.10938905717330676	-2.2128444198353208	[{"bright":["hot","on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot and not on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":false}		0.9	0.8936170212765957	false	false
s12	lightbulb	[[[false,false,false],0.24681933842239187],[[false,false,true],0.13740458015267176],[[false,true,false],0.01272264631043257],[[false,true,true],0.04071246819338423],[[true,false,false],0.05089058524173028],[[true,false,true],0.15267175572519084],[[true,true,false],0.10687022900763359],[[true,true,true],0.25190839694656486]]	4	0.20225480779078744	-1.5982269518017853	[{"bright":["hot","on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":false,"on":true}		0.5	0.5263157894736842	false	false
s12	lightbulb	[[[false,false,false],0.24681933842239187],[[false,false,true],0.13740458015267176],[[false,true,false],0.01272264631043257],[[false,true,true],0.04071246819338423],[[true,false,false],0.05089058524173028],[[true,false,true],0.15267175572519084],[[true,true,false],0.10687022900763359],[[true,true,true],0.25190839694656486]]	5	0.302238273406795	-1.1965395879014389	[{"bright":["hot"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":false,"hot":true}		0.8	0.7619047619047619	false	false
s12	lightbulb	[[[false,false,false],0.24681933842239187],[[false,false,true],0.13740458015267176],[[false,true,false],0.01272264631043257],[[false,true,true],0.04071246819338423],[[true,false,false],0.05089058524173028],[[true,false,true],0.15267175572519084],[[true,true,false],0.10687022900763359],[[true,true,true],0.25190839694656486]]	6	0.3160891716583298	-1.1517309164108107	[{"bright":["hot"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot and not on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":false}		0.9		false	true
s12	lightbulb	[[[false,false,false],0.24681933842239187],[[false,false,true],0.13740458015267176],[[false,true,false],0.01272264631043257],[[false,true,true],0.04071246819338423],[[true,false,false],0.05089058524173028],[[true,false,true],0.15267175572519084],[[true,true,false],0.10687022900763359],[[true,true,true],0.25190839694656486]]	7	0.4105809197944802	-0.8901822445601226	[{"bright":["hot"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":true}		0.7000000000000001	0.702127659574468	false	false
