subj	domain	jpd	trial	pMax	pMaxLL	mMax	xText	xType	xA	xCond	EIG	y	yRaw	alternate	repeat
s0	lightbulb	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	1	0.05263157894736844	-2.9444389791664403	[{"bright":["on"],"hot":[],"on":["hot"]}]	Imagine 100 lightbulbs that are bright and not on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true,"on":false}		0.5	0.5	false	false
s0	lightbulb	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	2	0.07745664476966048	-2.5580369214848493	[{"bright":[],"hot":["on"],"on":[]}]	Imagine 100 lightbulbs that are hot and not on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":false}		0.5	0.5	false	false
s0	lightbulb	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	3	0.11503872615266801	-2.1624864581525225	[{"bright":[],"hot":["on"],"on":[]}]	Imagine 100 lightbulbs that are not bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":false,"on":true}		0.5	0.5	false	false
s0	lightbulb	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	4	0.17660584958068648	-1.7338348680273974	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":false,"hot":true}		0.5	0.5	false	false
s0	lightbulb	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	5	0.2627001866853967	-1.3367418716498727	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":true}		0.999999	0.999999000001	false	false
s0	lightbulb	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	6	0.24235520913691105	-1.4173508226493716	[{"bright":[],"hot":[],"on":["bright"]}]	Imagine 100 lightbulbs that are bright and not hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":false}		0.5	0.5	false	false
s0	lightbulb	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	7	0.34614661660162044	-1.0608928462764615	[{"bright":["on"],"hot":[],"on":["hot"]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":false,"on":true}		0.5	0.5	false	false
s0	lightbulb	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	8	0.3194062607235879	-1.141291441879281	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":true}		0.999999		false	true
s0	lightbulb	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	9	0.16582575356234044	-1.7968177192579695	[{"bright":[],"hot":["on"],"on":["bright"]}]	Imagine 100 lightbulbs that are bright and not hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":false}		0.5		false	true
s0	lightbulb	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	10	0.19994674666630088	-1.6097042145578593	[{"bright":["on"],"hot":[],"on":["hot"]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":false,"on":true}		0.5		false	true
s0	lightbulb	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	11	0.27103759908075364	-1.3054977257308158	[{"bright":[],"hot":[],"on":["hot"]}]	Imagine 100 lightbulbs that are not bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":false,"hot":true}		0.5		false	true
s0	lightbulb	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	12	0.3316971446653052	-1.1035329412503678	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":true}		0.999999		false	true
s0	lightbulb	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	13	0.5696480424199325	-0.5627365783050202	[{"bright":[],"hot":["on"],"on":["bright"]}]	Imagine 100 lightbulbs that are not bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":false,"on":true}		0.5		false	true
s0	lightbulb	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	14	0.19847383265445578	-1.6170980129629848	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":true}		0.999999		false	true
s0	lightbulb	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	15	0.23722601757801584	-1.4387419316257044	[{"bright":[],"hot":["on"],"on":["bright"]}]	Imagine 100 lightbulbs that are not bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":false,"on":true}		0.5		false	true
s0	tomatoplant	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	1	0.05263157894736844	-2.9444389791664403	[{"bright":["on"],"hot":[],"on":["hot"]}]	Imagine 100 lightbulbs that are bright and not on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true,"on":false}		0.5	0.5	false	false
s0	tomatoplant	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	2	0.07745664476966048	-2.5580369214848493	[{"bright":[],"hot":["on"],"on":[]}]	Imagine 100 lightbulbs that are hot and not on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":false}		0.5	0.5	false	false
s0	tomatoplant	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	3	0.11503872615266801	-2.1624864581525225	[{"bright":[],"hot":["on"],"on":[]}]	Imagine 100 lightbulbs that are not bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":false,"on":true}		0.5	0.5	false	false
s0	tomatoplant	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	4	0.17660584958068648	-1.7338348680273974	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":false,"hot":true}		0.5	0.5	false	false
s0	tomatoplant	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	5	0.2627001866853967	-1.3367418716498727	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":true}		0.999999	0.999999000001	false	false
s0	tomatoplant	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	6	0.24235520913691105	-1.4173508226493716	[{"bright":[],"hot":[],"on":["bright"]}]	Imagine 100 lightbulbs that are bright and not hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":false}		0.5	0.5	false	false
s0	tomatoplant	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	7	0.34614661660162044	-1.0608928462764615	[{"bright":["on"],"hot":[],"on":["hot"]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":false,"on":true}		0.5	0.5	false	false
s0	tomatoplant	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	8	0.3194062607235879	-1.141291441879281	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":true}		0.999999		false	true
s0	tomatoplant	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	9	0.16582575356234044	-1.7968177192579695	[{"bright":[],"hot":["on"],"on":["bright"]}]	Imagine 100 lightbulbs that are bright and not hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":false}		0.5		false	true
s0	tomatoplant	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	10	0.19994674666630088	-1.6097042145578593	[{"bright":["on"],"hot":[],"on":["hot"]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":false,"on":true}		0.5		false	true
s0	tomatoplant	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	11	0.27103759908075364	-1.3054977257308158	[{"bright":[],"hot":[],"on":["hot"]}]	Imagine 100 lightbulbs that are not bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":false,"hot":true}		0.5		false	true
s0	tomatoplant	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	12	0.3316971446653052	-1.1035329412503678	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":true}		0.999999		false	true
s0	tomatoplant	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	13	0.5696480424199325	-0.5627365783050202	[{"bright":[],"hot":["on"],"on":["bright"]}]	Imagine 100 lightbulbs that are not bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":false,"on":true}		0.5		false	true
s0	tomatoplant	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	14	0.19847383265445578	-1.6170980129629848	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":true}		0.999999		false	true
s0	tomatoplant	[[[false,false,false],9.999930000489996e-7],[[false,false,true],9.999930000489996e-7],[[false,true,false],9.999930000489996e-7],[[false,true,true],9.999930000489996e-7],[[true,false,false],9.999930000489996e-7],[[true,false,true],9.999930000489996e-7],[[true,true,false],9.999930000489996e-7],[[true,true,true],0.9999930000489994]]	15	0.23722601757801584	-1.4387419316257044	[{"bright":[],"hot":["on"],"on":["bright"]}]	Imagine 100 lightbulbs that are not bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":false,"on":true}		0.5		false	true
s1	lightbulb	[[[false,false,false],0.9999930000489997],[[false,false,true],9.999930000489998e-7],[[false,true,false],9.999930000489998e-7],[[false,true,true],9.999930000489998e-7],[[true,false,false],9.999930000489998e-7],[[true,false,true],9.999930000489998e-7],[[true,true,false],9.999930000489998e-7],[[true,true,true],9.999930000489998e-7]]	1	0.05263157894736844	-2.9444389791664403	[{"bright":["on"],"hot":[],"on":["hot"]}]	Imagine 100 lightbulbs that are bright and not on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true,"on":false}		0.5	0.5	false	false
s1	lightbulb	[[[false,false,false],0.9999930000489997],[[false,false,true],9.999930000489998e-7],[[false,true,false],9.999930000489998e-7],[[false,true,true],9.999930000489998e-7],[[true,false,false],9.999930000489998e-7],[[true,false,true],9.999930000489998e-7],[[true,true,false],9.999930000489998e-7],[[true,true,true],9.999930000489998e-7]]	2	0.07745664476966048	-2.5580369214848493	[{"bright":[],"hot":["on"],"on":[]}]	Imagine 100 lightbulbs that are hot and not on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":false}		0.5	0.5	false	false
s1	lightbulb	[[[false,false,false],0.9999930000489997],[[false,false,true],9.999930000489998e-7],[[false,true,false],9.999930000489998e-7],[[false,true,true],9.999930000489998e-7],[[true,false,false],9.999930000489998e-7],[[true,false,true],9.999930000489998e-7],[[true,true,false],9.999930000489998e-7],[[true,true,true],9.999930000489998e-7]]	3	0.11503872615266801	-2.1624864581525225	[{"bright":[],"hot":["on"],"on":[]}]	Imagine 100 lightbulbs that are not bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":false,"on":true}		0.5	0.5	false	false
s1	lightbulb	[[[false,false,false],0.9999930000489997],[[false,false,true],9.999930000489998e-7],[[false,true,false],9.999930000489998e-7],[[false,true,true],9.999930000489998e-7],[[true,false,false],9.999930000489998e-7],[[true,false,true],9.999930000489998e-7],[[true,true,false],9.999930000489998e-7],[[true,true,true],9.999930000489998e-7]]	4	0.17660584958068648	-1.7338348680273974	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":false,"hot":true}		0.5	0.5	false	false
s1	lightbulb	[[[false,false,false],0.9999930000489997],[[false,false,true],9.999930000489998e-7],[[false,true,false],9.999930000489998e-7],[[false,true,true],9.999930000489998e-7],[[true,false,false],9.999930000489998e-7],[[true,false,true],9.999930000489998e-7],[[true,true,false],9.999930000489998e-7],[[true,true,true],9.999930000489998e-7]]	5	0.2627001866853967	-1.3367418716498727	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":true}		0.5	0.5	false	false
s1	lightbulb	[[[false,false,false],0.9999930000489997],[[false,false,true],9.999930000489998e-7],[[false,true,false],9.999930000489998e-7],[[false,true,true],9.999930000489998e-7],[[true,false,false],9.999930000489998e-7],[[true,false,true],9.999930000489998e-7],[[true,true,false],9.999930000489998e-7],[[true,true,true],9.999930000489998e-7]]	6	0.4831963515593176	-0.7273321829709201	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":true}		0.5	0.5	false	false
s1	lightbulb	[[[false,false,false],0.9999930000489997],[[false,false,true],9.999930000489998e-7],[[false,true,false],9.999930000489998e-7],[[false,true,true],9.999930000489998e-7],[[true,false,false],9.999930000489998e-7],[[true,false,true],9.999930000489998e-7],[[true,true,false],9.999930000489998e-7],[[true,true,true],9.999930000489998e-7]]	7	0.7520613294788605	-0.28493740319967914	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true,"on":true}		0.5	0.5	false	false
s1	lightbulb	[[[false,false,false],0.9999930000489997],[[false,false,true],9.999930000489998e-7],[[false,true,false],9.999930000489998e-7],[[false,true,true],9.999930000489998e-7],[[true,false,false],9.999930000489998e-7],[[true,false,true],9.999930000489998e-7],[[true,true,false],9.999930000489998e-7],[[true,true,true],9.999930000489998e-7]]	8	0.8692138678669761	-0.14016607597912145	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":true}		0.5		false	true
s1	lightbulb	[[[false,false,false],0.9999930000489997],[[false,false,true],9.999930000489998e-7],[[false,true,false],9.999930000489998e-7],[[false,true,true],9.999930000489998e-7],[[true,false,false],9.999930000489998e-7],[[true,false,true],9.999930000489998e-7],[[true,true,false],9.999930000489998e-7],[[true,true,true],9.999930000489998e-7]]	9	0.9282771114122642	-0.07442497933582806	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":true}		0.5		false	true
s1	lightbulb	[[[false,false,false],0.9999930000489997],[[false,false,true],9.999930000489998e-7],[[false,true,false],9.999930000489998e-7],[[false,true,true],9.999930000489998e-7],[[true,false,false],9.999930000489998e-7],[[true,false,true],9.999930000489998e-7],[[true,true,false],9.999930000489998e-7],[[true,true,true],9.999930000489998e-7]]	10	0.9725938918480939	-0.027788661262386365	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true,"on":true}		0.5		false	true
s1	lightbulb	[[[false,false,false],0.9999930000489997],[[false,false,true],9.999930000489998e-7],[[false,true,false],9.999930000489998e-7],[[false,true,true],9.999930000489998e-7],[[true,false,false],9.999930000489998e-7],[[true,false,true],9.999930000489998e-7],[[true,true,false],9.999930000489998e-7],[[true,true,true],9.999930000489998e-7]]	11	0.9863324148842006	-0.013761846425664302	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":true}		0.5		false	true
s1	lightbulb	[[[false,false,false],0.9999930000489997],[[false,false,true],9.999930000489998e-7],[[false,true,false],9.999930000489998e-7],[[false,true,true],9.999930000489998e-7],[[true,false,false],9.999930000489998e-7],[[true,false,true],9.999930000489998e-7],[[true,true,false],9.999930000489998e-7],[[true,true,true],9.999930000489998e-7]]	12	0.992792504969945	-0.007233594505867923	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":true}		0.5		false	true
s1	lightbulb	[[[false,false,false],0.9999930000489997],[[false,false,true],9.999930000489998e-7],[[false,true,false],9.999930000489998e-7],[[false,true,true],9.999930000489998e-7],[[true,false,false],9.999930000489998e-7],[[true,false,true],9.999930000489998e-7],[[true,true,false],9.999930000489998e-7],[[true,true,true],9.999930000489998e-7]]	13	0.99730866778794	-0.0026949603577568087	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true,"on":true}		0.5		false	true
s1	lightbulb	[[[false,false,false],0.9999930000489997],[[false,false,true],9.999930000489998e-7],[[false,true,false],9.999930000489998e-7],[[false,true,true],9.999930000489998e-7],[[true,false,false],9.999930000489998e-7],[[true,false,true],9.999930000489998e-7],[[true,true,false],9.999930000489998e-7],[[true,true,true],9.999930000489998e-7]]	14	0.9986836434249583	-0.0013172237334346656	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":true}		0.5		false	true
s1	lightbulb	[[[false,false,false],0.9999930000489997],[[false,false,true],9.999930000489998e-7],[[false,true,false],9.999930000489998e-7],[[false,true,true],9.999930000489998e-7],[[true,false,false],9.999930000489998e-7],[[true,false,true],9.999930000489998e-7],[[true,true,false],9.999930000489998e-7],[[true,true,true],9.999930000489998e-7]]	15	0.9993094825822405	-0.0006907559347180066	[{"bright":[],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot and on. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true,"on":true}		0.5		false	true
s1	tomatoplant	[[[false,false,false],7.812463379077909e-7],[[false,false,true],7.812463379077909e-7],[[false,true,false],7.812463379077909e-7],[[false,true,true],7.812463379077909e-7],[[true,false,false],7.812463379077909e-7],[[true,false,true],7.812463379077909e-7],[[true,true,false],0.35937331543758383],[[true,true,true],0.6406219970843886]]	1	0.05263157894736844	-2.9444389791664403	[{"bright":["on"],"hot":[],"on":["hot"]}]	Imagine 100 lightbulbs that are bright and not on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true,"on":false}		0.999999	0.9999978260916824	false	false
s1	tomatoplant	[[[false,false,false],7.812463379077909e-7],[[false,false,true],7.812463379077909e-7],[[false,true,false],7.812463379077909e-7],[[false,true,true],7.812463379077909e-7],[[true,false,false],7.812463379077909e-7],[[true,false,true],7.812463379077909e-7],[[true,true,false],0.35937331543758383],[[true,true,true],0.6406219970843886]]	2	0.11919097469031507	-2.127028242902741	[{"bright":[],"hot":["bright","on"],"on":[]}]	Imagine 100 lightbulbs that are bright and not on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true,"on":false}		0.999999		false	true
s1	tomatoplant	[[[false,false,false],7.812463379077909e-7],[[false,false,true],7.812463379077909e-7],[[false,true,false],7.812463379077909e-7],[[false,true,true],7.812463379077909e-7],[[true,false,false],7.812463379077909e-7],[[true,false,true],7.812463379077909e-7],[[true,true,false],0.35937331543758383],[[true,true,true],0.6406219970843886]]	3	0.17715264103766143	-1.7307435392993622	[{"bright":["on"],"hot":["bright"],"on":[]}]	Imagine 100 lightbulbs that are bright and not hot. What proportion are on? in [0, 1]	conditional	on	{"bright":true,"hot":false}		0.5	0.5	false	false
s1	tomatoplant	[[[false,false,false],7.812463379077909e-7],[[false,false,true],7.812463379077909e-7],[[false,true,false],7.812463379077909e-7],[[false,true,true],7.812463379077909e-7],[[true,false,false],7.812463379077909e-7],[[true,false,true],7.812463379077909e-7],[[true,true,false],0.35937331543758383],[[true,true,true],0.6406219970843886]]	4	0.2598547759072332	-1.3476323582190681	[{"bright":[],"hot":["bright"],"on":[]}]	Imagine 100 lightbulbs that are not bright and hot. What proportion are on? in [0, 1]	conditional	on	{"bright":false,"hot":true}		0.5	0.5	false	false
s1	tomatoplant	[[[false,false,false],7.812463379077909e-7],[[false,false,true],7.812463379077909e-7],[[false,true,false],7.812463379077909e-7],[[false,true,true],7.812463379077909e-7],[[true,false,false],7.812463379077909e-7],[[true,false,true],7.812463379077909e-7],[[true,true,false],0.35937331543758383],[[true,true,true],0.6406219970843886]]	5	0.37079507547515067	-0.9921057261899797	[{"bright":[],"hot":["bright"],"on":[]}]	Imagine 100 lightbulbs that are not bright and on. What proportion are hot? in [0, 1]	conditional	hot	{"bright":false,"on":true}		0.5	0.5	false	false
