mScore	amt_id	m	aWeights	aPriors	amt_trial	xText	xType	xA	xCond	EIG	y	mY	alternate	repeat	domain	[false,false,false]	[false,false,true]	[false,true,false]	[false,true,true]	[true,false,false]	[true,false,true]	[true,true,false]	[true,true,true]
-4.297194225845614	A16ANYLVNPKCVG:34BBWHLWHB7EGCX1VUW7CQTDYTCWIR		{"bright":[0.9],"hot":[0.8],"on":[]}	{"bright":0.1,"hot":0.2,"on":0.6000000000000001}	7	Imagine 100 lightbulbs that are on. What proportion are bright? in [0, 1]	conditional	bright	{"on":true}	0.22816639847943654	0.9	0.9100000000000001	true	true	tomato plants	0.288	0.008639999999999991	0.07199999999999998	0.04535999999999999	0.03199999999999999	0.08735999999999995	0.007999999999999997	0.4586400000000002
-4.033519084626439	A16ANYLVNPKCVG:34BBWHLWHB7EGCX1VUW7CQTDYTCWIR		{"bright":[0.9],"hot":[0.8],"on":[]}	{"bright":0.1,"hot":0.2,"on":0.6000000000000001}	8	Imagine 100 lightbulbs that are on. What proportion are hot? in [0, 1]	conditional	hot	{"on":true}	0.23225787727716907	0.8	0.8400000000000003	false	true	tomato plants	0.288	0.008639999999999991	0.07199999999999998	0.04535999999999999	0.03199999999999999	0.08735999999999995	0.007999999999999997	0.4586400000000002
-3.8737716337521086	A16ANYLVNPKCVG:34BBWHLWHB7EGCX1VUW7CQTDYTCWIR		{"bright":[0.9],"hot":[0.7000000000000001],"on":[]}	{"bright":0.1,"hot":0.30000000000000004,"on":0.7000000000000001}	9	Imagine 100 lightbulbs that are on. What proportion are hot? in [0, 1]	conditional	hot	{"on":true}	0.22461379236281614	0.8	0.79	false	true	tomato plants	0.18899999999999992	0.013229999999999994	0.08099999999999996	0.04976999999999997	0.02099999999999999	0.13377000000000003	0.009000000000000001	0.5032300000000001
-3.702553421909117	A16ANYLVNPKCVG:34BBWHLWHB7EGCX1VUW7CQTDYTCWIR		{"bright":[0.9],"hot":[0.7000000000000001],"on":[]}	{"bright":0.1,"hot":0.30000000000000004,"on":0.7000000000000001}	10	Imagine 100 lightbulbs that are bright. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true}	0.2124428018996093	0.8	0.767961019490255	true	true	tomato plants	0.18899999999999992	0.013229999999999994	0.08099999999999996	0.04976999999999997	0.02099999999999999	0.13377000000000003	0.009000000000000001	0.5032300000000001
-3.5487351956369206	A16ANYLVNPKCVG:34BBWHLWHB7EGCX1VUW7CQTDYTCWIR		{"bright":[0.9],"hot":[0.6000000000000001],"on":[]}	{"bright":0.1,"hot":0.5,"on":0.8}	11	Imagine 100 lightbulbs that are bright. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true}	0.2015519401865922	0.8	0.7919786096256685	true	true	tomato plants	0.08999999999999996	0.014399999999999994	0.08999999999999996	0.05759999999999998	0.010000000000000002	0.14559999999999998	0.010000000000000002	0.5824
-3.403704058499778	A16ANYLVNPKCVG:34BBWHLWHB7EGCX1VUW7CQTDYTCWIR		{"bright":[0.9],"hot":[0.6000000000000001],"on":[]}	{"bright":0.1,"hot":0.5,"on":0.8}	12	Imagine 100 lightbulbs that are not hot. What proportion are bright? in [0, 1]	conditional	bright	{"hot":false}	0.17737618123303112	0.2	0.5984615384615386	true	false	tomato plants	0.08999999999999996	0.014399999999999994	0.08999999999999996	0.05759999999999998	0.010000000000000002	0.14559999999999998	0.010000000000000002	0.5824
-9.342105476150214	A195KL2GMUGRF3:3YHH42UU5CBNYN4MNQ0ZXBC1ESR0L7		{"bright":[0.9],"hot":[],"on":[0.9]}	{"bright":0.4,"hot":0.4,"on":0.4}	3	Imagine 100 lightbulbs that are on. What proportion are bright? in [0, 1]	conditional	bright	{"on":true}	0.23095871885857058	0.7000000000000001	0.7296103896103896	false	false	lightbulbs	0.216	0.144	0.0014399999999999964	0.022559999999999972	0.14400000000000002	0.09599999999999997	0.02255999999999998	0.3534400000000001
-7.445209568496017	A195KL2GMUGRF3:3YHH42UU5CBNYN4MNQ0ZXBC1ESR0L7		{"bright":[0.9],"hot":[],"on":[0.9]}	{"bright":0.4,"hot":0.4,"on":0.5}	4	Imagine 100 lightbulbs that are bright. What proportion are on? in [0, 1]	conditional	on	{"bright":true}	0.2500085905706181	0.7000000000000001	0.7746753246753246	false	false	lightbulbs	0.17999999999999997	0.17999999999999997	0.0012	0.02279999999999997	0.12	0.12	0.018800000000000015	0.3572000000000001
-5.547003372309468	A195KL2GMUGRF3:3YHH42UU5CBNYN4MNQ0ZXBC1ESR0L7		{"bright":[0.9],"hot":[],"on":[0.9]}	{"bright":0.5,"hot":0.30000000000000004,"on":0.5}	5	Imagine 100 lightbulbs that are hot. What proportion are on? in [0, 1]	conditional	on	{"hot":true}	0.23073360525027578	0.999999	0.95	false	false	lightbulbs	0.17499999999999996	0.17499999999999996	0.0007500000000000008	0.014250000000000007	0.17499999999999996	0.17499999999999996	0.014250000000000007	0.27075000000000005
-4.074623557419267	A195KL2GMUGRF3:3YHH42UU5CBNYN4MNQ0ZXBC1ESR0L7		{"bright":[0.9],"hot":[],"on":[0.999999]}	{"bright":0.4,"hot":0.30000000000000004,"on":0.4}	6	Imagine 100 lightbulbs that are hot. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true}	0.23728430476396334	0.999999	0.9400000000000002	false	false	lightbulbs	0.25199999999999995	0.168	1.0800000000310538e-8	0.01799998919999998	0.16799999999999995	0.11199999999999997	1.6920000000486552e-7	0.2819998308000001
-2.525064786174967	A195KL2GMUGRF3:3YHH42UU5CBNYN4MNQ0ZXBC1ESR0L7		{"bright":[0.999999],"hot":[],"on":[0.999999]}	{"bright":0.4,"hot":0.30000000000000004,"on":0.4}	7	Imagine 100 lightbulbs that are hot. What proportion are on? in [0, 1]	conditional	on	{"hot":true}	0.20547224215117296	0.999999	0.9999994	true	true	lightbulbs	0.25199999999999995	0.168	1.0800000000621145e-13	1.799998920051761e-7	0.16799999999999995	0.11199999999999997	1.799998920051761e-7	0.29999964000010804
