t1,t2,t3,eig
FFTF,TFTT,TFFF,0.7822
FFTF,TFTT,TFFT,0.7265
FFTF,TFTT,TFTF,0.8716
FFTF,TFTT,TFTT,0.7131
FFTF,TFTT,TTFF,0.7265
FFTF,TFTT,TTFT,0.7131
FFTF,TFTT,TTTF,0.7131
FFTF,TFTT,TTTT,0.9669
FFTF,TTFF,FFFF,0.9616
FFTF,TTFF,FFFT,0.7265
FFTF,TTFF,FFTF,0.7265
FFTF,TTFF,FFTT,0.7224
FFTF,TTFF,FTFF,0.7265
FFTF,TTFF,FTFT,0.8396
FFTF,TTFF,FTTF,0.7224
FFTF,TTFF,FTTT,0.7710
FFTF,TTFF,TFFF,0.7710
FFTF,TTFF,TFFT,0.7224
FFTF,TTFF,TFTF,0.8396
FFTF,TTFF,TFTT,0.7265
FFTF,TTFF,TTFF,0.7224
FFTF,TTFF,TTFT,0.7265
FFTF,TTFF,TTTF,0.7265
FFTF,TTFF,TTTT,0.9616
FFTF,TTFT,FFFF,0.9669
FFTF,TTFT,FFFT,0.7131
FFTF,TTFT,FFTF,0.7131
FFTF,TTFT,FFTT,0.7265
FFTF,TTFT,FTFF,0.7131
FFTF,TTFT,FTFT,0.8716
FFTF,TTFT,FTTF,0.7265
FFTF,TTFT,FTTT,0.7822
FFTF,TTFT,TFFF,0.7822
FFTF,TTFT,TFFT,0.7265
FFTF,TTFT,TFTF,0.8716
FFTF,TTFT,TFTT,0.7131
FFTF,TTFT,TTFF,0.7265
FFTF,TTFT,TTFT,0.7131
FFTF,TTFT,TTTF,0.7131
FFTF,TTFT,TTTT,0.9669
FFTF,TTTF,FFFF,0.9669
FFTF,TTTF,FFFT,0.7131
FFTF,TTTF,FFTF,0.7131
FFTF,TTTF,FFTT,0.7265
FFTF,TTTF,FTFF,0.7131
FFTF,TTTF,FTFT,0.8716
FFTF,TTTF,FTTF,0.7265
FFTF,TTTF,FTTT,0.7822
FFTF,TTTF,TFFF,0.7822
FFTF,TTTF,TFFT,0.7265
FFTF,TTTF,TFTF,0.8716
FFTF,TTTF,TFTT,0.7131
FFTF,TTTF,TTFF,0.7265
FFTF,TTTF,TTFT,0.7131
FFTF,TTTF,TTTF,0.7131
FFTF,TTTF,TTTT,0.9669
FFTF,TTTT,FFFF,1.0049
FFTF,TTTT,FFFT,0.9669
FFTF,TTTT,FFTF,0.9669
FFTF,TTTT,FFTT,0.9616
FFTF,TTTT,FTFF,0.9669
FFTF,TTTT,FTFT,0.9815
FFTF,TTTT,FTTF,0.9616
FFTF,TTTT,FTTT,0.9627
FFTF,TTTT,TFFF,0.9627
FFTF,TTTT,TFFT,0.9616
FFTF,TTTT,TFTF,0.9815
FFTF,TTTT,TFTT,0.9669
FFTF,TTTT,TTFF,0.9616
FFTF,TTTT,TTFT,0.9669
FFTF,TTTT,TTTF,0.9669
FFTF,TTTT,TTTT,1.0049
FFTT,FFFF,FFFF,0.9636
FFTT,FFFF,FFFT,0.9616
FFTT,FFFF,FFTF,0.9616
FFTT,FFFF,FFTT,0.9082
FFTT,FFFF,FTFF,0.9616
FFTT,FFFF,FTFT,0.9776
FFTT,FFFF,FTTF,0.9082
FFTT,FFFF,FTTT,0.9016
FFTT,FFFF,TFFF,0.9016
FFTT,FFFF,TFFT,0.9082
FFTT,FFFF,TFTF,0.9776
FFTT,FFFF,TFTT,0.9616
FFTT,FFFF,TTFF,0.9082
FFTT,FFFF,TTFT,0.9616
FFTT,FFFF,TTTF,0.9616
FFTT,FFFF,TTTT,0.9636
FFTT,FFFT,FFFF,0.9616
FFTT,FFFT,FFFT,0.7265
FFTT,FFFT,FFTF,0.7265
FFTT,FFFT,FFTT,0.7224
FFTT,FFFT,FTFF,0.7265
FFTT,FFFT,FTFT,0.8396
FFTT,FFFT,FTTF,0.7224
FFTT,FFFT,FTTT,0.7710
FFTT,FFFT,TFFF,0.7710
FFTT,FFFT,TFFT,0.7224
FFTT,FFFT,TFTF,0.8396
FFTT,FFFT,TFTT,0.7265
FFTT,FFFT,TTFF,0.7224
FFTT,FFFT,TTFT,0.7265
FFTT,FFFT,TTTF,0.7265
FFTT,FFFT,TTTT,0.9616
FFTT,FFTF,FFFF,0.9616
FFTT,FFTF,FFFT,0.7265
FFTT,FFTF,FFTF,0.7265
FFTT,FFTF,FFTT,0.7224
FFTT,FFTF,FTFF,0.7265
FFTT,FFTF,FTFT,0.8396
FFTT,FFTF,FTTF,0.7224
FFTT,FFTF,FTTT,0.7710
FFTT,FFTF,TFFF,0.7710
FFTT,FFTF,TFFT,0.7224
FFTT,FFTF,TFTF,0.8396
FFTT,FFTF,TFTT,0.7265
FFTT,FFTF,TTFF,0.7224
FFTT,FFTF,TTFT,0.7265
FFTT,FFTF,TTTF,0.7265
FFTT,FFTF,TTTT,0.9616
FFTT,FFTT,FFFF,0.9082
FFTT,FFTT,FFFT,0.7224
FFTT,FFTT,FFTF,0.7224
FFTT,FFTT,FFTT,0.3964
FFTT,FFTT,FTFF,0.7224
FFTT,FFTT,FTFT,0.5037
FFTT,FFTT,FTTF,0.3964
FFTT,FFTT,FTTT,0.7011
FFTT,FFTT,TFFF,0.7011
FFTT,FFTT,TFFT,0.3964
FFTT,FFTT,TFTF,0.5037
FFTT,FFTT,TFTT,0.7224
FFTT,FFTT,TTFF,0.3964
FFTT,FFTT,TTFT,0.7224
FFTT,FFTT,TTTF,0.7224
FFTT,FFTT,TTTT,0.9082
FFTT,FTFF,FFFF,0.9616
FFTT,FTFF,FFFT,0.7265
FFTT,FTFF,FFTF,0.7265
FFTT,FTFF,FFTT,0.7224
FFTT,FTFF,FTFF,0.7265
FFTT,FTFF,FTFT,0.8396
FFTT,FTFF,FTTF,0.7224
FFTT,FTFF,FTTT,0.7710
FFTT,FTFF,TFFF,0.7710
FFTT,FTFF,TFFT,0.7224
FFTT,FTFF,TFTF,0.8396
FFTT,FTFF,TFTT,0.7265
FFTT,FTFF,TTFF,0.7224
FFTT,FTFF,TTFT,0.7265
FFTT,FTFF,TTTF,0.7265
FFTT,FTFF,TTTT,0.9616
FFTT,FTFT,FFFF,0.9776
FFTT,FTFT,FFFT,0.8396
FFTT,FTFT,FFTF,0.8396
FFTT,FTFT,FFTT,0.5037
FFTT,FTFT,FTFF,0.8396
FFTT,FTFT,FTFT,0.4810
FFTT,FTFT,FTTF,0.5037
FFTT,FTFT,FTTT,0.8428
FFTT,FTFT,TFFF,0.8428
FFTT,FTFT,TFFT,0.5037
FFTT,FTFT,TFTF,0.4810
FFTT,FTFT,TFTT,0.8396
FFTT,FTFT,TTFF,0.5037
FFTT,FTFT,TTFT,0.8396
FFTT,FTFT,TTTF,0.8396
FFTT,FTFT,TTTT,0.9776
FFTT,FTTF,FFFF,0.9082
FFTT,FTTF,FFFT,0.7224
FFTT,FTTF,FFTF,0.7224
FFTT,FTTF,FFTT,0.3964
FFTT,FTTF,FTFF,0.7224
FFTT,FTTF,FTFT,0.5037
FFTT,FTTF,FTTF,0.3964
FFTT,FTTF,FTTT,0.7011
FFTT,FTTF,TFFF,0.7011
FFTT,FTTF,TFFT,0.3964
FFTT,FTTF,TFTF,0.5037
FFTT,FTTF,TFTT,0.7224
FFTT,FTTF,TTFF,0.3964
FFTT,FTTF,TTFT,0.7224
FFTT,FTTF,TTTF,0.7224
FFTT,FTTF,TTTT,0.9082
FFTT,FTTT,FFFF,0.9016
FFTT,FTTT,FFFT,0.7710
FFTT,FTTT,FFTF,0.7710
FFTT,FTTT,FFTT,0.7011
FFTT,FTTT,FTFF,0.7710
FFTT,FTTT,FTFT,0.8428
FFTT,FTTT,FTTF,0.7011
FFTT,FTTT,FTTT,0.7136
FFTT,FTTT,TFFF,0.7136
FFTT,FTTT,TFFT,0.7011
FFTT,FTTT,TFTF,0.8428
FFTT,FTTT,TFTT,0.7710
FFTT,FTTT,TTFF,0.7011
FFTT,FTTT,TTFT,0.7710
FFTT,FTTT,TTTF,0.7710
FFTT,FTTT,TTTT,0.9016
FFTT,TFFF,FFFF,0.9016
FFTT,TFFF,FFFT,0.7710
FFTT,TFFF,FFTF,0.7710
FFTT,TFFF,FFTT,0.7011
FFTT,TFFF,FTFF,0.7710
FFTT,TFFF,FTFT,0.8428
FFTT,TFFF,FTTF,0.7011
FFTT,TFFF,FTTT,0.7136
FFTT,TFFF,TFFF,0.7136
FFTT,TFFF,TFFT,0.7011
FFTT,TFFF,TFTF,0.8428
FFTT,TFFF,TFTT,0.7710
FFTT,TFFF,TTFF,0.7011
FFTT,TFFF,TTFT,0.7710
FFTT,TFFF,TTTF,0.7710
FFTT,TFFF,TTTT,0.9016
FFTT,TFFT,FFFF,0.9082
FFTT,TFFT,FFFT,0.7224
FFTT,TFFT,FFTF,0.7224
FFTT,TFFT,FFTT,0.3964
FFTT,TFFT,FTFF,0.7224
FFTT,TFFT,FTFT,0.5037
FFTT,TFFT,FTTF,0.3964
FFTT,TFFT,FTTT,0.7011
FFTT,TFFT,TFFF,0.7011
FFTT,TFFT,TFFT,0.3964
FFTT,TFFT,TFTF,0.5037
FFTT,TFFT,TFTT,0.7224
FFTT,TFFT,TTFF,0.3964
FFTT,TFFT,TTFT,0.7224
FFTT,TFFT,TTTF,0.7224
FFTT,TFFT,TTTT,0.9082
FFTT,TFTF,FFFF,0.9776
FFTT,TFTF,FFFT,0.8396
FFTT,TFTF,FFTF,0.8396
FFTT,TFTF,FFTT,0.5037
FFTT,TFTF,FTFF,0.8396
FFTT,TFTF,FTFT,0.4810
FFTT,TFTF,FTTF,0.5037
FFTT,TFTF,FTTT,0.8428
FFTT,TFTF,TFFF,0.8428
FFTT,TFTF,TFFT,0.5037
FFTT,TFTF,TFTF,0.4810
FFTT,TFTF,TFTT,0.8396
FFTT,TFTF,TTFF,0.5037
FFTT,TFTF,TTFT,0.8396
FFTT,TFTF,TTTF,0.8396
FFTT,TFTF,TTTT,0.9776
FFTT,TFTT,FFFF,0.9616
FFTT,TFTT,FFFT,0.7265
FFTT,TFTT,FFTF,0.7265
FFTT,TFTT,FFTT,0.7224
FFTT,TFTT,FTFF,0.7265
FFTT,TFTT,FTFT,0.8396
FFTT,TFTT,FTTF,0.7224
FFTT,TFTT,FTTT,0.7710
FFTT,TFTT,TFFF,0.7710
FFTT,TFTT,TFFT,0.7224
FFTT,TFTT,TFTF,0.8396
FFTT,TFTT,TFTT,0.7265
FFTT,TFTT,TTFF,0.7224
FFTT,TFTT,TTFT,0.7265
FFTT,TFTT,TTTF,0.7265
FFTT,TFTT,TTTT,0.9616
FFTT,TTFF,FFFF,0.9082
FFTT,TTFF,FFFT,0.7224
FFTT,TTFF,FFTF,0.7224
FFTT,TTFF,FFTT,0.3964
FFTT,TTFF,FTFF,0.7224
FFTT,TTFF,FTFT,0.5037
FFTT,TTFF,FTTF,0.3964
FFTT,TTFF,FTTT,0.7011
FFTT,TTFF,TFFF,0.7011
FFTT,TTFF,TFFT,0.3964
FFTT,TTFF,TFTF,0.5037
FFTT,TTFF,TFTT,0.7224
FFTT,TTFF,TTFF,0.3964
FFTT,TTFF,TTFT,0.7224
FFTT,TTFF,TTTF,0.7224
FFTT,TTFF,TTTT,0.9082
FFTT,TTFT,FFFF,0.9616
FFTT,TTFT,FFFT,0.7265
FFTT,TTFT,FFTF,0.7265
FFTT,TTFT,FFTT,0.7224
FFTT,TTFT,FTFF,0.7265
FFTT,TTFT,FTFT,0.8396
FFTT,TTFT,FTTF,0.7224
FFTT,TTFT,FTTT,0.7710
FFTT,TTFT,TFFF,0.7710
FFTT,TTFT,TFFT,0.7224
FFTT,TTFT,TFTF,0.8396
FFTT,TTFT,TFTT,0.7265
FFTT,TTFT,TTFF,0.7224
FFTT,TTFT,TTFT,0.7265
FFTT,TTFT,TTTF,0.7265
FFTT,TTFT,TTTT,0.9616
FFTT,TTTF,FFFF,0.9616
FFTT,TTTF,FFFT,0.7265
FFTT,TTTF,FFTF,0.7265
FFTT,TTTF,FFTT,0.7224
FFTT,TTTF,FTFF,0.7265
FFTT,TTTF,FTFT,0.8396
FFTT,TTTF,FTTF,0.7224
FFTT,TTTF,FTTT,0.7710
FFTT,TTTF,TFFF,0.7710
FFTT,TTTF,TFFT,0.7224
FFTT,TTTF,TFTF,0.8396
FFTT,TTTF,TFTT,0.7265
FFTT,TTTF,TTFF,0.7224
FFTT,TTTF,TTFT,0.7265
FFTT,TTTF,TTTF,0.7265
FFTT,TTTF,TTTT,0.9616
FFTT,TTTT,FFFF,0.9636
FFTT,TTTT,FFFT,0.9616
FFTT,TTTT,FFTF,0.9616
FFTT,TTTT,FFTT,0.9082
FFTT,TTTT,FTFF,0.9616
FFTT,TTTT,FTFT,0.9776
FFTT,TTTT,FTTF,0.9082
FFTT,TTTT,FTTT,0.9016
FFTT,TTTT,TFFF,0.9016
FFTT,TTTT,TFFT,0.9082
FFTT,TTTT,TFTF,0.9776
FFTT,TTTT,TFTT,0.9616
FFTT,TTTT,TTFF,0.9082
FFTT,TTTT,TTFT,0.9616
FFTT,TTTT,TTTF,0.9616
FFTT,TTTT,TTTT,0.9636
FTFF,FFFF,FFFF,1.0049
FTFF,FFFF,FFFT,0.9669
FTFF,FFFF,FFTF,0.9669
FTFF,FFFF,FFTT,0.9616
FTFF,FFFF,FTFF,0.9669
FTFF,FFFF,FTFT,0.9815
FTFF,FFFF,FTTF,0.9616
FTFF,FFFF,FTTT,0.9627
FTFF,FFFF,TFFF,0.9627
FTFF,FFFF,TFFT,0.9616
FTFF,FFFF,TFTF,0.9815
FTFF,FFFF,TFTT,0.9669
FTFF,FFFF,TTFF,0.9616
FTFF,FFFF,TTFT,0.9669
FTFF,FFFF,TTTF,0.9669
FTFF,FFFF,TTTT,1.0049
FTFF,FFFT,FFFF,0.9669
FTFF,FFFT,FFFT,0.7131
FTFF,FFFT,FFTF,0.7131
FTFF,FFFT,FFTT,0.7265
FTFF,FFFT,FTFF,0.7131
FTFF,FFFT,FTFT,0.8716
FTFF,FFFT,FTTF,0.7265
FTFF,FFFT,FTTT,0.7822
FTFF,FFFT,TFFF,0.7822
FTFF,FFFT,TFFT,0.7265
FTFF,FFFT,TFTF,0.8716
FTFF,FFFT,TFTT,0.7131
FTFF,FFFT,TTFF,0.7265
FTFF,FFFT,TTFT,0.7131
FTFF,FFFT,TTTF,0.7131
FTFF,FFFT,TTTT,0.9669
FTFF,FFTF,FFFF,0.9669
FTFF,FFTF,FFFT,0.7131
FTFF,FFTF,FFTF,0.7131
FTFF,FFTF,FFTT,0.7265
FTFF,FFTF,FTFF,0.7131
FTFF,FFTF,FTFT,0.8716
FTFF,FFTF,FTTF,0.7265
FTFF,FFTF,FTTT,0.7822
FTFF,FFTF,TFFF,0.7822
FTFF,FFTF,TFFT,0.7265
FTFF,FFTF,TFTF,0.8716
FTFF,FFTF,TFTT,0.7131
FTFF,FFTF,TTFF,0.7265
FTFF,FFTF,TTFT,0.7131
FTFF,FFTF,TTTF,0.7131
FTFF,FFTF,TTTT,0.9669
FTFF,FFTT,FFFF,0.9616
FTFF,FFTT,FFFT,0.7265
FTFF,FFTT,FFTF,0.7265
FTFF,FFTT,FFTT,0.7224
FTFF,FFTT,FTFF,0.7265
FTFF,FFTT,FTFT,0.8396
FTFF,FFTT,FTTF,0.7224
FTFF,FFTT,FTTT,0.7710
FTFF,FFTT,TFFF,0.7710
FTFF,FFTT,TFFT,0.7224
FTFF,FFTT,TFTF,0.8396
FTFF,FFTT,TFTT,0.7265
FTFF,FFTT,TTFF,0.7224
FTFF,FFTT,TTFT,0.7265
FTFF,FFTT,TTTF,0.7265
FTFF,FFTT,TTTT,0.9616
FTFF,FTFF,FFFF,0.9669
FTFF,FTFF,FFFT,0.7131
FTFF,FTFF,FFTF,0.7131
FTFF,FTFF,FFTT,0.7265
FTFF,FTFF,FTFF,0.7131
FTFF,FTFF,FTFT,0.8716
FTFF,FTFF,FTTF,0.7265
FTFF,FTFF,FTTT,0.7822
FTFF,FTFF,TFFF,0.7822
FTFF,FTFF,TFFT,0.7265
FTFF,FTFF,TFTF,0.8716
FTFF,FTFF,TFTT,0.7131
FTFF,FTFF,TTFF,0.7265
FTFF,FTFF,TTFT,0.7131
FTFF,FTFF,TTTF,0.7131
FTFF,FTFF,TTTT,0.9669
FTFF,FTFT,FFFF,0.9815
FTFF,FTFT,FFFT,0.8716
FTFF,FTFT,FFTF,0.8716
FTFF,FTFT,FFTT,0.8396
FTFF,FTFT,FTFF,0.8716
FTFF,FTFT,FTFT,0.8561
FTFF,FTFT,FTTF,0.8396
FTFF,FTFT,FTTT,0.8708
FTFF,FTFT,TFFF,0.8708
FTFF,FTFT,TFFT,0.8396
FTFF,FTFT,TFTF,0.8561
FTFF,FTFT,TFTT,0.8716
FTFF,FTFT,TTFF,0.8396
FTFF,FTFT,TTFT,0.8716
FTFF,FTFT,TTTF,0.8716
FTFF,FTFT,TTTT,0.9815
FTFF,FTTF,FFFF,0.9616
FTFF,FTTF,FFFT,0.7265
FTFF,FTTF,FFTF,0.7265
FTFF,FTTF,FFTT,0.7224
FTFF,FTTF,FTFF,0.7265
FTFF,FTTF,FTFT,0.8396
FTFF,FTTF,FTTF,0.7224
FTFF,FTTF,FTTT,0.7710
FTFF,FTTF,TFFF,0.7710
FTFF,FTTF,TFFT,0.7224
FTFF,FTTF,TFTF,0.8396
FTFF,FTTF,TFTT,0.7265
FTFF,FTTF,TTFF,0.7224
FTFF,FTTF,TTFT,0.7265
FTFF,FTTF,TTTF,0.7265
FTFF,FTTF,TTTT,0.9616
FTFF,FTTT,FFFF,0.9627
FTFF,FTTT,FFFT,0.7822
FTFF,FTTT,FFTF,0.7822
FTFF,FTTT,FFTT,0.7710
FTFF,FTTT,FTFF,0.7822
FTFF,FTTT,FTFT,0.8708
FTFF,FTTT,FTTF,0.7710
FTFF,FTTT,FTTT,0.7914
FTFF,FTTT,TFFF,0.7914
FTFF,FTTT,TFFT,0.7710
FTFF,FTTT,TFTF,0.8708
FTFF,FTTT,TFTT,0.7822
FTFF,FTTT,TTFF,0.7710
FTFF,FTTT,TTFT,0.7822
FTFF,FTTT,TTTF,0.7822
FTFF,FTTT,TTTT,0.9627
FTFF,TFFF,FFFF,0.9627
FTFF,TFFF,FFFT,0.7822
FTFF,TFFF,FFTF,0.7822
FTFF,TFFF,FFTT,0.7710
FTFF,TFFF,FTFF,0.7822
FTFF,TFFF,FTFT,0.8708
FTFF,TFFF,FTTF,0.7710
FTFF,TFFF,FTTT,0.7914
FTFF,TFFF,TFFF,0.7914
FTFF,TFFF,TFFT,0.7710
FTFF,TFFF,TFTF,0.8708
FTFF,TFFF,TFTT,0.7822
FTFF,TFFF,TTFF,0.7710
FTFF,TFFF,TTFT,0.7822
FTFF,TFFF,TTTF,0.7822
FTFF,TFFF,TTTT,0.9627
FTFF,TFFT,FFFF,0.9616
FTFF,TFFT,FFFT,0.7265
FTFF,TFFT,FFTF,0.7265
FTFF,TFFT,FFTT,0.7224
FTFF,TFFT,FTFF,0.7265
FTFF,TFFT,FTFT,0.8396
FTFF,TFFT,FTTF,0.7224
FTFF,TFFT,FTTT,0.7710
FTFF,TFFT,TFFF,0.7710
FTFF,TFFT,TFFT,0.7224
FTFF,TFFT,TFTF,0.8396
FTFF,TFFT,TFTT,0.7265
FTFF,TFFT,TTFF,0.7224
FTFF,TFFT,TTFT,0.7265
FTFF,TFFT,TTTF,0.7265
FTFF,TFFT,TTTT,0.9616
FTFF,TFTF,FFFF,0.9815
FTFF,TFTF,FFFT,0.8716
FTFF,TFTF,FFTF,0.8716
FTFF,TFTF,FFTT,0.8396
FTFF,TFTF,FTFF,0.8716
FTFF,TFTF,FTFT,0.8561
FTFF,TFTF,FTTF,0.8396
FTFF,TFTF,FTTT,0.8708
FTFF,TFTF,TFFF,0.8708
FTFF,TFTF,TFFT,0.8396
FTFF,TFTF,TFTF,0.8561
FTFF,TFTF,TFTT,0.8716
FTFF,TFTF,TTFF,0.8396
FTFF,TFTF,TTFT,0.8716
FTFF,TFTF,TTTF,0.8716
FTFF,TFTF,TTTT,0.9815
FTFF,TFTT,FFFF,0.9669
FTFF,TFTT,FFFT,0.7131
FTFF,TFTT,FFTF,0.7131
FTFF,TFTT,FFTT,0.7265
FTFF,TFTT,FTFF,0.7131
FTFF,TFTT,FTFT,0.8716
FTFF,TFTT,FTTF,0.7265
FTFF,TFTT,FTTT,0.7822
FTFF,TFTT,TFFF,0.7822
FTFF,TFTT,TFFT,0.7265
FTFF,TFTT,TFTF,0.8716
FTFF,TFTT,TFTT,0.7131
FTFF,TFTT,TTFF,0.7265
FTFF,TFTT,TTFT,0.7131
FTFF,TFTT,TTTF,0.7131
FTFF,TFTT,TTTT,0.9669
FTFF,TTFF,FFFF,0.9616
FTFF,TTFF,FFFT,0.7265
FTFF,TTFF,FFTF,0.7265
FTFF,TTFF,FFTT,0.7224
FTFF,TTFF,FTFF,0.7265
FTFF,TTFF,FTFT,0.8396
FTFF,TTFF,FTTF,0.7224
FTFF,TTFF,FTTT,0.7710
FTFF,TTFF,TFFF,0.7710
FTFF,TTFF,TFFT,0.7224
FTFF,TTFF,TFTF,0.8396
FTFF,TTFF,TFTT,0.7265
FTFF,TTFF,TTFF,0.7224
FTFF,TTFF,TTFT,0.7265
FTFF,TTFF,TTTF,0.7265
FTFF,TTFF,TTTT,0.9616
FTFF,TTFT,FFFF,0.9669
FTFF,TTFT,FFFT,0.7131
FTFF,TTFT,FFTF,0.7131
FTFF,TTFT,FFTT,0.7265
FTFF,TTFT,FTFF,0.7131
FTFF,TTFT,FTFT,0.8716
FTFF,TTFT,FTTF,0.7265
FTFF,TTFT,FTTT,0.7822
FTFF,TTFT,TFFF,0.7822
FTFF,TTFT,TFFT,0.7265
FTFF,TTFT,TFTF,0.8716
FTFF,TTFT,TFTT,0.7131
FTFF,TTFT,TTFF,0.7265
FTFF,TTFT,TTFT,0.7131
FTFF,TTFT,TTTF,0.7131
FTFF,TTFT,TTTT,0.9669
FTFF,TTTF,FFFF,0.9669
FTFF,TTTF,FFFT,0.7131
FTFF,TTTF,FFTF,0.7131
FTFF,TTTF,FFTT,0.7265
FTFF,TTTF,FTFF,0.7131
FTFF,TTTF,FTFT,0.8716
FTFF,TTTF,FTTF,0.7265
FTFF,TTTF,FTTT,0.7822
FTFF,TTTF,TFFF,0.7822
FTFF,TTTF,TFFT,0.7265
FTFF,TTTF,TFTF,0.8716
FTFF,TTTF,TFTT,0.7131
FTFF,TTTF,TTFF,0.7265
FTFF,TTTF,TTFT,0.7131
FTFF,TTTF,TTTF,0.7131
FTFF,TTTF,TTTT,0.9669
FTFF,TTTT,FFFF,1.0049
FTFF,TTTT,FFFT,0.9669
FTFF,TTTT,FFTF,0.9669
FTFF,TTTT,FFTT,0.9616
FTFF,TTTT,FTFF,0.9669
FTFF,TTTT,FTFT,0.9815
FTFF,TTTT,FTTF,0.9616
FTFF,TTTT,FTTT,0.9627
FTFF,TTTT,TFFF,0.9627
FTFF,TTTT,TFFT,0.9616
FTFF,TTTT,TFTF,0.9815
FTFF,TTTT,TFTT,0.9669
FTFF,TTTT,TTFF,0.9616
FTFF,TTTT,TTFT,0.9669
FTFF,TTTT,TTTF,0.9669
FTFF,TTTT,TTTT,1.0049
FTFT,FFFF,FFFF,1.0177
FTFT,FFFF,FFFT,0.9815
FTFT,FFFF,FFTF,0.9815
FTFT,FFFF,FFTT,0.9776
FTFT,FFFF,FTFF,0.9815
FTFT,FFFF,FTFT,0.9905
FTFT,FFFF,FTTF,0.9776
FTFT,FFFF,FTTT,0.9803
FTFT,FFFF,TFFF,0.9803
FTFT,FFFF,TFFT,0.9776
FTFT,FFFF,TFTF,0.9905
FTFT,FFFF,TFTT,0.9815
FTFT,FFFF,TTFF,0.9776
FTFT,FFFF,TTFT,0.9815
FTFT,FFFF,TTTF,0.9815
FTFT,FFFF,TTTT,1.0177
FTFT,FFFT,FFFF,0.9815
FTFT,FFFT,FFFT,0.8716
FTFT,FFFT,FFTF,0.8716
FTFT,FFFT,FFTT,0.8396
FTFT,FFFT,FTFF,0.8716
FTFT,FFFT,FTFT,0.8561
FTFT,FFFT,FTTF,0.8396
FTFT,FFFT,FTTT,0.8708
FTFT,FFFT,TFFF,0.8708
FTFT,FFFT,TFFT,0.8396
FTFT,FFFT,TFTF,0.8561
FTFT,FFFT,TFTT,0.8716
FTFT,FFFT,TTFF,0.8396
FTFT,FFFT,TTFT,0.8716
FTFT,FFFT,TTTF,0.8716
FTFT,FFFT,TTTT,0.9815
FTFT,FFTF,FFFF,0.9815
FTFT,FFTF,FFFT,0.8716
FTFT,FFTF,FFTF,0.8716
FTFT,FFTF,FFTT,0.8396
FTFT,FFTF,FTFF,0.8716
FTFT,FFTF,FTFT,0.8561
FTFT,FFTF,FTTF,0.8396
FTFT,FFTF,FTTT,0.8708
FTFT,FFTF,TFFF,0.8708
FTFT,FFTF,TFFT,0.8396
FTFT,FFTF,TFTF,0.8561
FTFT,FFTF,TFTT,0.8716
FTFT,FFTF,TTFF,0.8396
FTFT,FFTF,TTFT,0.8716
FTFT,FFTF,TTTF,0.8716
FTFT,FFTF,TTTT,0.9815
FTFT,FFTT,FFFF,0.9776
FTFT,FFTT,FFFT,0.8396
FTFT,FFTT,FFTF,0.8396
FTFT,FFTT,FFTT,0.5037
FTFT,FFTT,FTFF,0.8396
FTFT,FFTT,FTFT,0.4810
FTFT,FFTT,FTTF,0.5037
FTFT,FFTT,FTTT,0.8428
FTFT,FFTT,TFFF,0.8428
FTFT,FFTT,TFFT,0.5037
FTFT,FFTT,TFTF,0.4810
FTFT,FFTT,TFTT,0.8396
FTFT,FFTT,TTFF,0.5037
FTFT,FFTT,TTFT,0.8396
FTFT,FFTT,TTTF,0.8396
FTFT,FFTT,TTTT,0.9776
FTFT,FTFF,FFFF,0.9815
FTFT,FTFF,FFFT,0.8716
FTFT,FTFF,FFTF,0.8716
FTFT,FTFF,FFTT,0.8396
FTFT,FTFF,FTFF,0.8716
FTFT,FTFF,FTFT,0.8561
FTFT,FTFF,FTTF,0.8396
FTFT,FTFF,FTTT,0.8708
FTFT,FTFF,TFFF,0.8708
FTFT,FTFF,TFFT,0.8396
FTFT,FTFF,TFTF,0.8561
FTFT,FTFF,TFTT,0.8716
FTFT,FTFF,TTFF,0.8396
FTFT,FTFF,TTFT,0.8716
FTFT,FTFF,TTTF,0.8716
FTFT,FTFF,TTTT,0.9815
FTFT,FTFT,FFFF,0.9905
FTFT,FTFT,FFFT,0.8561
FTFT,FTFT,FFTF,0.8561
FTFT,FTFT,FFTT,0.4810
FTFT,FTFT,FTFF,0.8561
FTFT,FTFT,FTFT,0.4632
FTFT,FTFT,FTTF,0.4810
FTFT,FTFT,FTTT,0.8611
FTFT,FTFT,TFFF,0.8611
FTFT,FTFT,TFFT,0.4810
FTFT,FTFT,TFTF,0.4632
FTFT,FTFT,TFTT,0.8561
FTFT,FTFT,TTFF,0.4810
FTFT,FTFT,TTFT,0.8561
FTFT,FTFT,TTTF,0.8561
FTFT,FTFT,TTTT,0.9905
FTFT,FTTF,FFFF,0.9776
FTFT,FTTF,FFFT,0.8396
FTFT,FTTF,FFTF,0.8396
FTFT,FTTF,FFTT,0.5037
FTFT,FTTF,FTFF,0.8396
FTFT,FTTF,FTFT,0.4810
FTFT,FTTF,FTTF,0.5037
FTFT,FTTF,FTTT,0.8428
FTFT,FTTF,TFFF,0.8428
FTFT,FTTF,TFFT,0.5037
FTFT,FTTF,TFTF,0.4810
FTFT,FTTF,TFTT,0.8396
FTFT,FTTF,TTFF,0.5037
FTFT,FTTF,TTFT,0.8396
FTFT,FTTF,TTTF,0.8396
FTFT,FTTF,TTTT,0.9776
FTFT,FTTT,FFFF,0.9803
FTFT,FTTT,FFFT,0.8708
FTFT,FTTT,FFTF,0.8708
