skip	pTrue	mNo	mName	aWeights	aPriors	trial	pMax	mMax	x	EIG	y	ll
0	0.9558813918836746	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	12	0.9558813918836746	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not bright and on. What proportion are hot? in [0, 1]	0.02753300831692471	0.6000000000000001	-8.094572820998497
0	0.9755919570986045	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	13	0.9755919570986045	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	0.0171566003587348	0.999999	-8.094572820998497
0	0.9801868456384959	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	14	0.9801868456384959	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot. What proportion are bright? in [0, 1]	0.010179464142643526	0.7000000000000001	-8.094572820998497
0	0.9877029980048742	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	15	0.9877029980048742	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	0.007948609276714116	0.999999	-8.094572820998497
0	0.9891744284980913	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	16	0.9891744284980913	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and on. What proportion are hot? in [0, 1]	0.00653590415262958	0.6000000000000001	-8.094572820998497
0	0.9932918928981048	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	17	0.9932918928981048	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot. What proportion are on? in [0, 1]	0.004948322656136763	0.4	-8.094572820998497
0	0.9973869996730401	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	18	0.9973869996730401	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	0.0020394240924737042	0.999999	-8.094572820998497
0	0.9977303431863966	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	19	0.9977303431863966	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not bright and on. What proportion are hot? in [0, 1]	0.0015767346715072142	0.6000000000000001	-8.094572820998497
0	0.998882455794834	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	20	0.998882455794834	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	0.0013099056924112055	0.999999	-8.094572820998497
0	0.999048105819917	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	21	0.999048105819917	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	0.0009629774275447274	0.999999	-8.094572820998497
